,id,title,shiqu,area,price,avg,shitingwei,xiaoqu,cenggao,weizhi,jingjiren,总价,均价,面积
5937,5937,向阳大街第二医院宿舍精装两室老本双气带小,2,68.0,95,13970,2室1厅1卫,第二医院宿舍,中层(共6层),新市向阳南大街,独立经纪人－王端王端1年独立经纪人58同城认证商家,95.0,13970.0,68.0
5938,5938,"华中假日丽城区通透两居,12600品质高端大社区",2,88.18,111.2,12610,2室2厅1卫,华中假日丽城,中层(共33层),新市乐凯北大街,独立经纪人－李冬梅李冬梅1年独立经纪人58同城认证商家,111.2,12610.0,88.18
5939,5939,周转急需用钱，降价出售首付60万包更名,2,87.22,101,11579,2室2厅1卫,华中假日丽城,高层(共33层),新市乐凯北大街,独立经纪人－申士圆申士圆1年独立经纪人58同城认证商家,101.0,11579.0,87.22
5940,5940,现房！现房！现房！苏堤杭城首付百分之30即买,2,63.0,78.7,12492,1室1厅1卫,苏堤杭城,中层(共32层),新市天威西路,独立经纪人－高雪高雪2年独立经纪人58同城认证商家,78.7,12492.0,63.0
5941,5941,首付30因限购原因忍痛割爱假日丽城通透两居,2,88.18,98,11113,2室2厅2卫,华中假日丽城,中层(共28层),新市乐凯北大街,独立经纪人－李海红李海红1年独立经纪人58同城认证商家,98.0,11113.0,88.18
5942,5942,北师大，直隶新城，高端小区,2,95.0,116,12210,2室2厅1卫,直隶新城,高层(共32层),新市乐凯北大街,独立经纪人－李海红李海红1年独立经纪人58同城认证商家,116.0,12210.0,95.0
5943,5943,首付十几万花园里附近全新精装赠全新家具家电,2,60.0,71.8,11966,2室1厅1卫,棉纺厂宿舍,高层(共7层),新市东风西路,独立经纪人－张桂萍张桂萍1年独立经纪人58同城认证商家,71.8,11966.0,60.0
5944,5944,花园里小区低首付12万老本双气涂料房单价108,2,85.0,92,10823,2室2厅1卫,花园里小区,高层(共6层),新市向阳南大街,华中置业－李志行李志行3年华中置业58同城认证商家,92.0,10823.0,85.0
5945,5945,知名本土开发，大产可贷款，首付15万，有息回购，,2,121.0,84.7,7000,3室2厅1卫,昭华锦城A区,中层(共25层),新市朝阳北大街,经纪人－崔建崔建1年58同城认证商家,84.7,7000.0,121.0
5946,5946,五证齐全包改名高开中心学校昭华锦城南北通,2,98.7,110,11144,3室2厅2卫,昭华锦城A区,中层(共32层),新市朝阳北大街,独立经纪人－刘宸垚刘宸垚1年独立经纪人58同城认证商家,110.0,11144.0,98.7
5947,5947,中央峰景精装2室配套齐全拎包入住万博商业火车站爱,2,92.9,140,15069,2室2厅1卫,中央峰景,低层(共27层),新市阳光北大街,独立经纪人－徐英杰徐英杰1年独立经纪人58同城认证商家,140.0,15069.0,92.9
5948,5948,K2玉兰湾房紧邻110公顷植物园,2,112.0,145,12946,3室2厅1卫,K2玉兰湾,高层(共19层),"新市阳光北大街,近恒滨路",独立经纪人－宋瑶瑶宋瑶瑶1年独立经纪人58同城认证商家,145.0,12946.0,112.0
5949,5949,秀兰新畿辅单间1户高层，电梯房，单价12000,2,46.0,56,12173,1室0厅1卫,秀兰新畿辅,高层(共35层),新市乐凯南大街,华中置业－王维硕王维硕2年华中置业58同城认证商家,56.0,12173.0,46.0
5950,5950,花园里一期两室两厅南北通透居住舒适大产权,2,58.36,78,13365,2室1厅1卫,花园里小区,中层(共6层),新市向阳南大街,独立经纪人－陈影陈影1年独立经纪人58同城认证商家,78.0,13365.0,58.36
5951,5951,北三环附近阳光盛景首付30大开发商可贷款免,2,84.0,135,16071,2室1厅1卫,阳光盛景,中层(共18层),新市北三环路,独立经纪人－相会鹏相会鹏2年独立经纪人58同城认证商家,135.0,16071.0,84.0
5952,5952,电化厂宿舍豪华装拎包入住南北大社区首付天鹅小学保,2,54.0,72.5,13425,2室1厅1卫,电化厂宿舍,高层(共6层),新市建设北路9号,独立经纪人－刘亮亮刘亮亮1年独立经纪人58同城认证商家,72.5,13425.0,54.0
5953,5953,万和春天内部认购交两万定车位首付16万精装,2,90.0,87.3,9700,2室2厅1卫,万和春天,中层(共18层),"新市七一西路,近西二环",独立经纪人－付娟付娟1年独立经纪人58同城认证商家,87.3,9700.0,90.0
5954,5954,高开区核心一楼带院封顶准现房万人大社区高新,2,109.0,199,18256,2室2厅1卫,朝阳首府,低层(共30层),新市朝阳北大街,独立经纪人－付娟付娟1年独立经纪人58同城认证商家,199.0,18256.0,109.0
5955,5955,万和春天LOFT不限购不限贷体育新城,2,75.0,75,10000,3室2厅2卫,万和春天,中层(共17层),"新市七一西路,近西二环",独立经纪人－刘颢刘颢1年独立经纪人58同城认证商家,75.0,10000.0,75.0
5956,5956,保广旁城市印象五证齐全首付分期两室40三室50,2,92.0,151,16413,2室2厅1卫,城市印象,中层(共33层),新市创业街,独立经纪人－李金锤李金锤1年独立经纪人58同城认证商家,151.0,16413.0,92.0
5957,5957,假日丽城因限购原因房主原价转让通透户型一套,2,88.62,83.8,9456,2室2厅1卫,华中假日丽城,中层(共32层),新市乐凯北大街,独立经纪人－李金锤李金锤1年独立经纪人58同城认证商家,83.8,9456.0,88.62
5958,5958,雅典城旁染厂宿舍首付20万精装修婚房单价,2,70.0,87,12428,2室2厅1卫,染厂宿舍,高层(共6层),新市阳光大街,独立经纪人－左秀芳左秀芳2年独立经纪人58同城认证商家,87.0,12428.0,70.0
5959,5959,急售新市区政府宿舍南北通透带小房，实用三居室，,2,110.68,120,10842,3室2厅1卫,新市区政府宿舍,高层(共6层),新市盛兴西路198号,经纪人－刘畅刘畅1年58同城认证商家,120.0,10842.0,110.68
5960,5960,急售七中新市场小学化纤东区2楼一室一厅南北通透,2,46.0,62,13478,1室1厅1卫,化纤东生活区,低层(共6层),新市乐凯北大街821号,经纪人－韩小花韩小花1年58同城认证商家,62.0,13478.0,46.0
5961,5961,假日丽城精品两室低首付包改名价钱可议中间楼层,2,98.0,127,12959,2室2厅1卫,华中假日丽城,中层(共32层),新市乐凯北大街,独立经纪人－张伟冬张伟冬1年独立经纪人58同城认证商家,127.0,12959.0,98.0
5962,5962,四合院别墅赠送200平小院赠送2分地垂钓园,2,290.0,145,5000,4室2厅3卫,熙源浅隐珊(别墅),共2层,新市西三环,独立经纪人－张伟冬张伟冬1年独立经纪人58同城认证商家,145.0,5000.0,290.0
5963,5963,放心置业在华中富昌园康欣园康泽园中诚晶典附近康欣,2,133.0,139.6,10496,3室2厅1卫,秀兰康欣园北区,高层(共6层),新市天威西路,经纪人－杨康杨康1年58同城认证商家,139.6,10496.0,133.0
5964,5964,放心置业在华中污水厂宿舍临近爱民小学雅典城,2,74.0,115,15540,2室2厅1卫,污水处理厂宿舍,中层(共6层),新市天鹅中路,独立经纪人－周玉广周玉广1年独立经纪人58同城认证商家,115.0,15540.0,74.0
5965,5965,时代商厦德惠片区3楼单价11000首付1,2,69.0,78,11304,3室1厅1卫,农专宿舍,共5层,新市朝阳南大街,保定华中置业－杨猛杨猛1年保定华中置业58同城认证商家,78.0,11304.0,69.0
5966,5966,万博广场百世嘉小区简装二居室，双气老本，看房提前,2,60.0,82,13666,2室1厅1卫,百世嘉小区,共5层,新市钻石街38号,独立经纪人－赵峰赵峰1年独立经纪人58同城认证商家,82.0,13666.0,60.0
5967,5967,万和蓝山2室2厅1卫,2,86.0,119,13837,2室2厅1卫,万和蓝山,中层(共27层),新市乐凯北大街,独立经纪人－赵海康赵海康1年独立经纪人58同城认证商家,119.0,13837.0,86.0
5968,5968,急售七中新市场小学化纤东区2楼一室一厅南北通透,2,46.0,62,13478,1室1厅1卫,化纤东生活区,低层(共6层),新市乐凯北大街821号,经纪人－韩小花韩小花1年58同城认证商家,62.0,13478.0,46.0
5969,5969,假日丽城精品两室低首付包改名价钱可议中间楼层,2,98.0,127,12959,2室2厅1卫,华中假日丽城,中层(共32层),新市乐凯北大街,独立经纪人－张伟冬张伟冬1年独立经纪人58同城认证商家,127.0,12959.0,98.0
5970,5970,四合院别墅赠送200平小院赠送2分地垂钓园,2,290.0,145,5000,4室2厅3卫,熙源浅隐珊(别墅),共2层,新市西三环,独立经纪人－张伟冬张伟冬1年独立经纪人58同城认证商家,145.0,5000.0,290.0
5971,5971,放心置业在华中富昌园康欣园康泽园中诚晶典附近康欣,2,133.0,139.6,10496,3室2厅1卫,秀兰康欣园北区,高层(共6层),新市天威西路,经纪人－杨康杨康1年58同城认证商家,139.6,10496.0,133.0
5972,5972,放心置业在华中污水厂宿舍临近爱民小学雅典城,2,74.0,115,15540,2室2厅1卫,污水处理厂宿舍,中层(共6层),新市天鹅中路,独立经纪人－周玉广周玉广1年独立经纪人58同城认证商家,115.0,15540.0,74.0
5973,5973,时代商厦德惠片区3楼单价11000首付1,2,69.0,78,11304,3室1厅1卫,农专宿舍,共5层,新市朝阳南大街,保定华中置业－杨猛杨猛1年保定华中置业58同城认证商家,78.0,11304.0,69.0
5974,5974,万博广场百世嘉小区简装二居室，双气老本，看房提前,2,60.0,82,13666,2室1厅1卫,百世嘉小区,共5层,新市钻石街38号,独立经纪人－赵峰赵峰1年独立经纪人58同城认证商家,82.0,13666.0,60.0
5975,5975,万和蓝山2室2厅1卫,2,86.0,119,13837,2室2厅1卫,万和蓝山,中层(共27层),新市乐凯北大街,独立经纪人－赵海康赵海康1年独立经纪人58同城认证商家,119.0,13837.0,86.0
5976,5976,保定豪宅典范植物园八一小学五证齐全K2玉,2,122.0,183,15000,4室2厅2卫,K2玉兰湾,高层(共32层),"新市阳光北大街,近恒滨路",独立经纪人－张斌张斌1年独立经纪人58同城认证商家,183.0,15000.0,122.0
5977,5977,乐凯三区首付10万南北通透涂料房价格可议,2,71.0,76,10704,2室1厅1卫,乐凯第三生活区,高层(共7层),新市富阳街,独立经纪人－和海峰和海峰1年独立经纪人58同城认证商家,76.0,10704.0,71.0
5978,5978,给家人的好房子舒适环境齐全配套小公摊大楼距,2,95.0,86,9052,2室2厅1卫,昭华锦城A区,中层(共20层),新市朝阳北大街,经纪人－魏涛魏涛1年58同城认证商家,86.0,9052.0,95.0
5979,5979,新市区康欣园附近南北两室首付二十五万送家,2,56.0,75,13392,2室2厅1卫,河北电力职工大学宿舍,低层(共6层),新市乐凯南大街843号,经纪人－佟涛佟涛1年58同城认证商家,75.0,13392.0,56.0
5980,5980,万和春天70年住宅小高层一万二带精装修,2,90.0,102,11333,2室2厅1卫,万和春天,中层(共18层),"新市七一西路,近西二环",独立经纪人－张斌张斌1年独立经纪人58同城认证商家,102.0,11333.0,90.0
5981,5981,富昌园2室1楼，老本可贷款，南北通透户型，水电双,2,75.0,86,11466,2室1厅1卫,富昌园,低层(共6层),新市乐凯南大街,独立经纪人－李艳会李艳会1年独立经纪人58同城认证商家,86.0,11466.0,75.0
5982,5982,秀兰开发康欣园精装修两室拎包入住,2,71.0,108,15211,2室1厅1卫,秀兰康欣园南区,高层(共20层),新市天威西路,独立经纪人－李艳会李艳会1年独立经纪人58同城认证商家,108.0,15211.0,71.0
5983,5983,低月供房源仅此一套东风路好地段首付21万精,2,50.0,66,13200,2室1厅1卫,保定毛纺织厂第一生活区,共4层,新市东风西路,独立经纪人－王腾王腾1年独立经纪人58同城认证商家,66.0,13200.0,50.0
5984,5984,超性价比值花园里二期成熟社区南北通透两室,2,77.0,88,11428,2室1厅1卫,花园里梅兰菊社区,高层(共6层),新市向阳南大街378号,独立经纪人－王腾王腾1年独立经纪人58同城认证商家,88.0,11428.0,77.0
5985,5985,假日丽舍万和春天住宅区首付30万直接订房精装修五,2,90.0,86,9555,2室2厅1卫,华中假日丽城,中层(共18层),新市乐凯北大街,独立经纪人－刘跃军刘跃军1年独立经纪人58同城认证商家,86.0,9555.0,90.0
5986,5986,均价9600，首付25万得大两居室，五证齐全，核,2,90.0,85,9444,2室1厅1卫,昭华锦城A区,高层(共22层),新市朝阳北大街,经纪人－刘铁刘铁1年58同城认证商家,85.0,9444.0,90.0
5987,5987,天威绿谷绿都保广商圈核心位置配套齐全！！！,2,137.0,190,13868,3室2厅2卫,天威绿谷,低层(共30层),新市朝阳北大街1089号,独立经纪人－刘壮刘壮1年独立经纪人58同城认证商家,190.0,13868.0,137.0
5988,5988,放心置业在华中急售竞秀公园七一中路多层2楼精装送,2,58.0,83,14310,2室1厅1卫,爱民社区,共5层,新市七一中路,华中置业－刘文彦刘文彦1年华中置业58同城认证商家,83.0,14310.0,58.0
5989,5989,放心置业在华中化纤东区首付30万3楼大2室,2,84.0,105,12500,2室2厅1卫,化纤东生活区,中层(共6层),新市乐凯北大街821号,经纪人－尹双红尹双红1年58同城认证商家,105.0,12500.0,84.0
5990,5990,朝阳路朝阳首.府昭华锦城多层,2,89.0,75,8426,2室2厅1卫,昭华锦城A区,高层(共6层),新市朝阳北大街,独立经纪人－郑秋香郑秋香1年独立经纪人58同城认证商家,75.0,8426.0,89.0
5991,5991,君木堂大产权均价8800首付低送车位赠,2,129.0,118,9147,3室3厅2卫,昭华锦城A区,中层(共33层),新市朝阳北大街,经纪人－白涛白涛1年58同城认证商家,118.0,9147.0,129.0
5992,5992,五四路碧翠园已封顶通透两居可贷款55万市,2,92.0,145,15760,2室2厅1卫,碧翠园,高层(共33层),新市五四路1326号,经纪人－魏涛魏涛1年58同城认证商家,145.0,15760.0,92.0
5993,5993,因买新房急售此房1楼标准三居室首付低至50万老本,2,125.0,149.8,11984,3室2厅1卫,秀兰康欣园北区,低层(共6层),新市天威西路,独立经纪人－刘吉喆刘吉喆1年独立经纪人58同城认证商家,149.8,11984.0,125.0
5994,5994,放心置业在华中电气化小区紧邻北国一楼小三室,2,78.0,120,15384,3室1厅1卫,电气化小区,低层(共6层),新市秀园路276号,华中置业－王振涛王振涛1年华中置业58同城认证商家,120.0,15384.0,78.0
5995,5995,放心置业在华中朝阳龙座带地下车位高小八一首付1,2,87.0,95,10919,2室1厅1卫,朝阳龙座,中层(共32层),新市隆兴西路95号,华中置业－王振涛王振涛1年华中置业58同城认证商家,95.0,10919.0,87.0
5997,5997,君木堂大产权均价8800首付低送车位赠,2,129.0,118,9147,3室2厅2卫,昭华锦城A区,低层(共33层),新市朝阳北大街,经纪人－李欣李欣1年58同城认证商家,118.0,9147.0,129.0
5998,5998,竞秀公园旁绿城一线房企玉兰花园大三室15,2,135.45,223,16463,3室2厅2卫,玉兰花园,中层(共33层),"新市七一路,近向阳大街",经纪人－李欣李欣1年58同城认证商家,223.0,16463.0,135.45
5999,5999,放心置业在华中植物园附近丽景蓝湾绿都旁新光明小,2,135.19,198.8,14705,3室2厅2卫,新光明小区,高层(共14层),新市阳光北大街1566号,经纪人－杨康杨康1年58同城认证商家,198.8,14705.0,135.19
6000,6000,放心置业在华中二五二医院市公安局附近中央峰景两室,2,93.0,150,16129,2室2厅1卫,中央峰景,高层(共27层),新市阳光北大街,经纪人－杨康杨康1年58同城认证商家,150.0,16129.0,93.0
6001,6001,首付35万三居室乐凯新市场小学片区周围配,2,111.0,122,10990,3室2厅1卫,新市区政府宿舍,高层(共6层),新市盛兴西路198号,独立经纪人－刘松松刘松松1年独立经纪人58同城认证商家,122.0,10990.0,111.0
6002,6002,秀兰康泽园北区精装标准大3居低首付拎包入,2,142.3,185,13000,3室2厅2卫,秀兰康泽园北区,低层(共6层),新市富泽路,保定民生房产－李微李微4年保定民生房产58同城认证商家,185.0,13000.0,142.3
6003,6003,天威小区北区南北通透三室99平米108万,2,99.0,107,10808,3室2厅1卫,天威小区北区,高层(共6层),新市天威小区北区,经纪人－高长水高长水1年58同城认证商家,107.0,10808.0,99.0
6004,6004,二十六中附近铁路小区单价9600涂料房带地下室有,2,127.0,123,9685,3室2厅1卫,花园里小区,中层(共6层),新市向阳南大街,独立经纪人－谭飞谭飞1年独立经纪人58同城认证商家,123.0,9685.0,127.0
